title,date,full_text,link
Customizable 2 kW Broadband Jammer Covers HF to Microwave,"November 14, 2019","During MACOM’s earnings call yesterday, CEO Steve Daly reiterated MACOM’s commitment to GaN on Si technology, particularly for high volume, price sensitive, massive MIMO power amplifiers. He also said MACOM will design products with GaN on SiC, for higher power, higher frequency, military and satellite applications.",https://www.microwavejournal.com/articles/33102-customizable-2-kw-broadband-jammer-covers-hf-to-microwave
"Compact, Low Loss Switched Filter Bank Using MEMS Switches","November 14, 2019",A major telecommunications service provider in the Middle East has awarded the Satcom & Medical Products Division of CPI a multi-million dollar contract for a variety of CPI high-power amplifiers (HPA).,https://www.microwavejournal.com/articles/33093-compact-low-loss-switched-filter-bank-using-mems-switches
MACOM Updates GaN Strategy,"November 13, 2019","Raytheon has delivered the Wide Area Augmentation System (WAAS) Geosynchronous Earth Orbiting (GEO) 6 satellite navigation payload to the FAA to broadcast the WAAS message, which corrects errors in GPS satellite signals, provides expanded coverage, improves accuracy and increases reliability. ",https://www.microwavejournal.com/blogs/17-gary-lerude-mwj-technical-editor/post/33128-macom-updates-gan-strategy
CPI Awarded Multi-Million Dollar Contract for High-Power Amplifiers,"November 11, 2019","FAA UAS Integration Pilot Program partners, including The University of Alaska Fairbanks, Iris Automation, Skyfront, Echodyne and Alyeska Pipeline Service Co. achieved a milestone in the drone industry.",https://www.microwavejournal.com/articles/33125-cpi-awarded-multi-million-dollar-contract-for-high-power-amplifiers
Raytheon Upgrades FAA's Space-Based Precision Navigation System,"November 11, 2019","Northrop Grumman Corporation (NGC) in partnership with the U.S. Naval Research Laboratory (NRL) successfully completed a critical test in the development of the Integrated Topside (InTop) Low-Level Resource Allocation Manager (LLRAM) program last month at NRL’s test facility in Chesapeake Beach, Md.",https://www.microwavejournal.com/articles/33123-raytheon-upgrades-faas-space-based-precision-navigation-system
First FAA-Approved 'Beyond-Visual-LOS' Drone Flight Completed in Alaska,"November 8, 2019",N/A,https://www.microwavejournal.com/articles/33086-first-faa-approved-beyond-visual-los-drone-flight-completed-in-alaska
Lockheed Martin Wins 3 A&D Contracts,"November 8, 2019",N/A,https://www.microwavejournal.com/articles/33083-lockheed-martin-wins-3-ad-contracts
NGC Demos Antenna Sharing and Pattern Capabilities at NRL Test Facility,"November 1, 2019",N/A,https://www.microwavejournal.com/articles/33068-ngc-demos-antenna-sharing-and-pattern-capabilities-at-nrl-test-facility
Raytheon to Develop Airborne Dual-Band Decoy for US Navy,"November 1, 2019",Raytheon was awarded a $33 million  U.S. Navy Demonstration of Existing Technology contract to develop a modern towed decoy for the F/A-18 E/F over the next 27 months.,https://www.microwavejournal.com/articles/33067-raytheon-to-develop-airborne-dual-band-decoy-for-us-navy
Raytheon's Next Generation Jammer Air Turbine Completes Initial Flight Testing,"October 31, 2019","Raytheon completed the first power generation flight test of the air turbine generator on the Next Generation Jammer Mid-Band (NGJ-MB), successfully demonstrating the jammer can generate its own power.",https://www.microwavejournal.com/articles/33066-raytheons-next-generation-jammer-air-turbine-completes-initial-flight-testing
Teledyne Paradise Unveils Pulsed SSPA for Upgrading Aging Radar Tech Platforms,"October 31, 2019","Teledyne Paradise Datacom, part of the Teledyne Defense Electronics Group, is unveiling a new Pulsed Radar SSPA that is designed for operators of defense-related tactical radar systems.",https://www.microwavejournal.com/articles/33058-teledyne-paradise-unveils-pulsed-sspa-for-upgrading-aging-radar-tech-platforms
Blighter Secures Major Funding to Expand Customer Base for Radar and Counter-Drone Solutions,"October 31, 2019","Blighter Surveillance Systems Ltd. has secured a significant growth capital loan from BOOST&Co to further exploit the success of its advanced radars and counter-drone solutions for use by airports, nuclear power stations, oil/gas processing plants and other critical national infrastructure sites.",https://www.microwavejournal.com/articles/33055-blighter-secures-major-funding-to-expand-customer-base-for-radar-and-counter-drone-solutions
"X-37B Breaks Record, Lands After 780 Days in Orbit","October 31, 2019","The Air Force’s X-37B Orbital Test Vehicle Mission 5 successfully landed at NASA’s Kennedy Space Center Shuttle Landing Facility October 27, 2019 at 3:51 a.m.",https://www.microwavejournal.com/articles/33054-x-37b-breaks-record-lands-after-780-days-in-orbit
Keysight Delivers Dynamic Real-Time Threat Simulation EW Test Capabilities,"October 30, 2019","Keysight Technologies Inc. announced new electronic warfare (EW) threat simulation solutions, including software and hardware, that generate modern EW RF environments to enable engineers to easily and efficiently test their EW systems.",https://www.microwavejournal.com/articles/33050-keysight-delivers-dynamic-real-time-threat-simulation-ew-test-capabilities
"CRFS Launches Portable, High-Fidelity RF Recorder","October 30, 2019","CRFS announced the launch of its new RFeye SenS Portable, a small, lightweight, high-fidelity RF recorder for long-duration signal recording and playback, with applications in defense, manufacturing and telecommunications. ",https://www.microwavejournal.com/articles/33049-crfs-launches-portable-high-fidelity-rf-recorder
Raytheon Receives $33M Navy Contract to Develop Towed Decoy for the F/A-18,"October 30, 2019",The U.S. Navy has awarded Raytheon a $33 million contract to develop a dual band towed decoy for the F/A-18 E/F.,https://www.microwavejournal.com/articles/33048-raytheon-receives-33m-navy-contract-to-develop-towed-decoy-for-the-fa-18
2019 IEEE International Symposium on Phased Array Systems and Technology,"October 28, 2019","Phased array systems continue to be a rapidly evolving technology with steady advances motivated by the challenges presented to modern military and commercial applications. This year, the conference had a significant amount of commercial content as phased arrays are being designed and produced for mmWave 5G applications from fixed wireless access to repeaters to small cells.",https://www.microwavejournal.com/articles/33036-ieee-international-symposium-on-phased-array-systems-and-technology
BAE Systems Awarded $37M Navy Contract to Develop Towed Decoy,"October 28, 2019","BAE Systems has received a $36.7 million contract from the U.S. Navy to develop a dual band fiber-optic towed decoy (FOTD), which will protect pilots from advanced radar and missile threats.",https://www.microwavejournal.com/articles/33034-bae-systems-awarded-37m-navy-contract-to-develop-dual-band-towed-decoy
Mercury’s Latest Commercial Digitization Technology Dramatically Improves RF Signal Tracking,"October 25, 2019","Mercury Systems Inc. announced the new DCM6112 digitization transceiver, optimized to provide the best balance of low-latency and wide bandwidth for critical electronic warfare (EW) applications.",https://www.microwavejournal.com/articles/33031-mercurys-latest-commercial-digitization-technology-dramatically-improves-rf-signal-tracking
ThinKom Completes First-Ever In-Flight MEO-GEO Satellite Roaming Tests,"October 24, 2019",ThinKom Solutions Inc. has completed a series of very successful in-flight connectivity tests of its Ka-Band antenna on SES’ O3b medium-Earth orbit (MEO) and geostationary (GEO) satellites.,https://www.microwavejournal.com/articles/33022-thinkom-completes-first-ever-in-flight-meo-geo-satellite-roaming-tests
"Mini-Circuits Expands Amplifier Design Capability, Welcomes RI-Based Design Group","October 24, 2019",Mini-Circuits has expanded its amplifier design capabilities with a design engineering group dedicated to developing high-power amplifiers up to and beyond 1 kW through 8 GHz.,https://www.microwavejournal.com/articles/33017-mini-circuits-expands-amplifier-design-capability-welcomes-ri-based-design-group
QuadSAT to Develop SOMAP Compliant UAS Antenna Testing with ESA,"October 23, 2019","QuadSAT has announced its collaboration with the European Space Agency (ESA) to develop its UAS testing solution to comply with industry-wide antenna performance protocol, SOMAP, and the type approval test requirements for other satellite operators.",https://www.microwavejournal.com/articles/33012-quadsat-to-develop-somap-compliant-uas-antenna-testing-with-esa
Q-Tech New Space Crystal Oscillators are Industry’s Smallest,"October 22, 2019","Q-Tech Corp. introduces the QT723 and QT735 Series of space qualified crystal oscillators, offering satellite and space craft designers exceptional performance in the industry’s smallest surface-mount packages.",https://www.microwavejournal.com/articles/33007-q-tech-new-space-crystal-oscillators-are-industrys-smallest
3D-printed RF components and New Optical Technology Will Impact Future SATCOM Market,"October 17, 2019","The use of laser technology plays an important role in shaping the NewSpace industry. The NewSpace industry is evolving at a faster pace than ever before, and to help it grow, constant innovation in technology plays the most important role.",https://www.microwavejournal.com/articles/32996-d-printed-rf-components-and-new-optical-technology-will-impact-future-satcom-market
"ReQuTech, Linköping University, Forsway Collaborate in Vinnova Innovation Project","October 17, 2019","ReQutech, together with Linköping University of Technology and  Forsway announced a collaboration to develop a new phased Array Antenna solution aimed at enhancing SATCOM applications on mobile platforms.",https://www.microwavejournal.com/articles/32995-requtech-link%C3%B6ping-university-forsway-collaborate-in-vinnova-innovation-project
Mercury Announces Investment in Trusted Microelectronics Technology Innovation ,"October 15, 2019","Mercury Systems Inc. announced a $15 million capital investment to expand its trusted custom microelectronics business, bringing cutting-edge commercial silicon technology to the DoD. ",https://www.microwavejournal.com/articles/32991-mercury-announces-investment-in-trusted-microelectronics-technology-innovation
"Leonardo DRS, Rafael Deliver First Production Trophy Active Protection Systems to U.S. Army","October 11, 2019",Leonardo DRS Inc. and Rafael Advanced Defense Systems Ltd. of Israel (Rafael) announced that the partners have delivered on time the first Trophy Active Protection Systems (APS) to defend the Army’s Abrams main battle tanks against a variety of anti-armor threats.,https://www.microwavejournal.com/articles/32982-leonardo-drs-rafael-deliver-first-production-trophy-active-protection-systems-to-us-army
OMS Captures Passive Microwave Temperature Soundings of Typhoon Hagibis,"October 11, 2019","Orbital Micro Systems (OMS) has released images of Typhoon Hagibis, taken with a 118 GHz, 8-channel microwave radiometer on its IOD-1 GEMS satellite. The data showed Typhoon Hagibis strengthening dramatically, representing the greatest intensification of a Western Pacific storm since Typhoon Yates in 1996.",https://www.microwavejournal.com/articles/32977-oms-captures-passive-microwave-temperature-soundings-of-typhoon-hagibis
Teledyne e2v HiRel Announces New 60 GHz Switch for Space Applications,"October 9, 2019","Teledyne e2v HiRel has released a 60 GHz radiation tolerant, SPDT reflective switch developed for high-reliability space and defense applications. The TDSW0602T, available as a flip chip die, has low insertion loss, high isolation, fast switching time and high linearity from 20 kHz to 60 GHz.",https://www.microwavejournal.com/articles/32942-teledyne-e2v-hirel-announces-new-60-ghz-switch-for-space-applications
BAE Systems Advancing World-Class Microelectronics Tech for Defense Community,"October 1, 2019","BAE Systems has completed the first phase of a program to transfer short-gate GaN MMIC technology developed by the U.S. Air Force to its Advanced Microwave Products (AMP) center in Nashua, New Hampshire; the effort now moves to the second phase.",https://www.microwavejournal.com/articles/32921-bae-systems-advancing-world-class-microelectronics-tech-for-defense-community
Pentek Adds 3U VPX Software Radio Board to Jade FPGA Family ,"September 30, 2019",Pentek Inc.introduced the newest member of the Jade™ family of high performance 3U VPX boards.,https://www.microwavejournal.com/articles/32918-pentek-adds-3u-vpx-software-radio-board-to-jade-fpga-family
Raytheon Awarded USAF Contract for Solid-State Modules Replacement,"September 27, 2019","Raytheon will upgrade the Ballistic Missile Early Warning System (BMEWS) and Precision Acquisition Vehicle Entry Phased Array Warning System (PAVE PAWS) radars with solid-state T/R modules, receiving an Air Force contract worth $495 million, if fully exercised.",https://www.microwavejournal.com/articles/32906-raytheon-awarded-usaf-contract-for-solid-state-modules-replacement
Mercury Systems Announces Dr. William Conley as CTO,"September 25, 2019","Mercury Systems announced that William Conley, Ph.D., will join the company as SVP and CTO, beginning September 30.",https://www.microwavejournal.com/articles/32892-mercury-systems-announces-dr-william-conley-as-cto
BAE Selected to Integrate Active Protection System Solution into Dutch CV90s,"September 24, 2019",The Dutch Army has selected BAE Systems to integrate the Elbit Systems’ Iron Fist Active Protection System (APS) solution into its fleet of CV90 Infantry Fighting Vehicles following successful testing to integrate it onto the platform.,https://www.microwavejournal.com/articles/32876-bae-selected-to-integrate-active-protection-system-solution-into-dutch-cv90s
Cree Moves Fab Expansion to Upstate New York,"September 24, 2019","Cree's previously announced $1 billion SiC and GaN wafer fab will be built in upstate New York, not North Carolina, after New York offered $500 million in incentives.",https://www.microwavejournal.com/articles/32873-cree-moves-fab-expansion-to-upstate-new-york
Qorvo GaN PA Upgrades U.S. Army's Q-53 Radar,"September 20, 2019","Lockheed Martin has selected a Qorvo S-Band GaN on SiC power amplifier (PA) for the transmitter of the U.S. Army’s AN/TPQ-53 radar. The GaN PA replaces the first-generation GaAs MMIC, delivering more than twice the saturated output power with a 15 point improvement in power-added efficiency.",https://www.microwavejournal.com/articles/32858-qorvo-gan-pa-upgrades-us-armys-q-53-radar
ETL Systems Launches Compact Matrix for LEO Ground Stations at IBC,"September 19, 2019",ETL Systems has announced the launch of a new compact L-band RF matrix/router at IBC. ,https://www.microwavejournal.com/articles/32852-etl-systems-launches-compact-matrix-for-leo-ground-stations-at-ibc
Mission Microwave Enables Intellian Ka-Band Terminals for HTS and LEO Satellite Networks,"September 12, 2019",Mission Microwave Technologies LLC confirmed their progress in building extremely high throughput terminals for newly launched Ka-Band capacity and the completion of early deployment trials on a LEO constellation.,https://www.microwavejournal.com/articles/32822-mission-microwave-enables-intellian-ka-band-terminals-for-hts-and-leo-satellite-networks
Microwave Converters Use Novel Agile Technology to Dynamically Respond to Emerging Electronic Threats,"September 12, 2019","Mercury Systems announced the SpectrumSeries™ RFT-3200 down-converter and matching RFT-4200 up-converter, the industry’s first broadband frequency conversion products that enable the user to dynamically change the IF on-the-fly.",https://www.microwavejournal.com/articles/32821-microwave-converters-use-novel-agile-technology-to-dynamically-respond-to-emerging-electronic-threats
Prototyping an UWB Airborne Radar for Snow Probing Using Modular Building Blocks,"September 12, 2019","Next generation communication systems are requiring faster receiving, transmitting and handling of data loads. While those data loads are rapidly growing, power availability is not scaling at the same rate. Therefore, next generation and subsequent generation Transmit and Receive (Tx/Rx) modules need to handle more data while accommodating ever increasing power efficiency per bit.",https://www.microwavejournal.com/articles/32777-prototyping-an-uwb-airborne-radar-for-snow-probing-using-modular-building-blocks
High-Reliability Amplifiers for Aerospace and Defense,"September 12, 2019","DEV Systemtechnik GmbH launched production of new active splitters, distribution and combining systems for the L-Band signal chain applicable in satellite ground stations and broadcasting head ends.",https://www.microwavejournal.com/articles/32764-high-reliability-amplifiers-for-aerospace-and-defense
DC to 67 GHz GaAs MMIC Simplifies Broadband Designs,"September 12, 2019","Blighter Surveillance Systems Ltd. has enhanced its Blighter A400 series counter-drone air security radar to better detect and report low, slow and small unmanned aircraft systems (UAS) or drones.",https://www.microwavejournal.com/articles/32761-dc-to-67-ghz-gaas-mmic-simplifies-broadband-designs
Using Additive Manufacturing for Aerospace and Defense Applications,"September 12, 2019",N/A,https://www.microwavejournal.com/articles/32760-using-additive-manufacturing-for-aerospace-and-defense-applications
Product Development for the Defense Market – Do Not Forget ITAR and EAR,"September 12, 2019",N/A,https://www.microwavejournal.com/articles/32758-product-development-for-the-defense-market-do-not-forget-itar-and-ear
Agile IF Architectures Enable Flexible EW and ELINT Systems,"September 12, 2019",N/A,https://www.microwavejournal.com/articles/32757-agile-if-architectures-enable-flexible-ew-and-elint-systems
Heterogeneous Integration and System-in-Package for Military Microwave Solutions,"September 11, 2019",N/A,https://www.microwavejournal.com/articles/32810-heterogeneous-integration-and-system-in-package-for-military-microwave-solutions
DEV Systemtechnik Launches Family of L-Band Distribution and Combining Systems ,"September 10, 2019",N/A,https://www.microwavejournal.com/articles/32807-dev-systemtechnik-launches-family-of-l-band-distribution-and-combining-systems
"Blighter’s A400 Series Counter-UAV Radar Enhanced to Better Detect Low, Slow and Small Drones","September 10, 2019",N/A,https://www.microwavejournal.com/articles/32806-blighters-a400-series-counter-uav-radar-enhanced-to-better-detect-low-slow-and-small-drones
HUBER+SUHNER Unveils World’s First Truly Copper Less Link to the Antenna,"September 10, 2019",The new Direct GPS-over-Fiber (GPSoF) solution from HUBER+SUHNER is the first of its kind to facilitate a fiber optic connection to be made directly onto an antenna eliminating the need for a separate power line.,https://www.microwavejournal.com/articles/32800-hubersuhner-unveils-worlds-first-truly-copper-less-link-to-the-antenna
Mercury Systems Wins $22M Order for Next-Generation Airborne Radar Processing Subsystems,"September 9, 2019","Mercury Systems Inc. announced it won a $22 million order from a major defense prime contractor for high performance airborne radar processing subsystems, another demonstration of the company’s leading capability in providing the most secure, innovative technology solutions for defense applications.",https://www.microwavejournal.com/articles/32789-mercury-systems-wins-22m-order-for-next-generation-airborne-radar-processing-subsystems
SWISSto12 and Tyvak Partner to Offer Mini-GEO Satellite Missions,"September 9, 2019","SWISSto12 and Tyvak Nano-Satellite Systems have established a partnership to offer mini-GEO satellites. The two companies aim to provide customized satellites at competitive cost, with telecom payloads in X-, Ka, Q and V-Band.",https://www.microwavejournal.com/articles/32794-swissto12-and-tyvak-partner-to-offer-mini-geo-satellite-missions
Agile Microwave Introduces New 2 to 18 GHz Wideband PA,"August 30, 2019",Agile Microwave Technology (AMTI) has introduced a 2 to 18 GHz wideband power amplifier (PA) with a saturated output power of 15 W.,https://www.microwavejournal.com/articles/32741-agile-microwave-introduces-new-2-to-18-ghz-wideband-pa
SWISSto12 Raises $18.5M to Expand Satellite Market Presence,"August 29, 2019","3D printing manufacturer SWISSto12, announced the closing of a series B financing round, raising CHF18.1 million ($18.5 million) to fund the company’s industrialization and commercial deployment of antenna products for communication satellites. SWISSto12 also plans to extend its business by developing advanced communication payloads for the SmallSat market and exploring opportunities in terrestrial communications, such as 5G.",https://www.microwavejournal.com/articles/32737-swissto12-raises-185m-to-expand-satellite-market-strategy
Link Microtek Produces Complex Microwave Feed Assembly for Mobile SATCOM Antenna System,"August 28, 2019",Link Microtek has designed and fabricated a complex microwave feed assembly for use in a customer’s Ku-Band mobile SATCOM antenna system.,https://www.microwavejournal.com/articles/32736-link-microtek-produces-complex-microwave-feed-assembly-for-mobile-satcom-antenna-system
BAE Systems to Enhance F-35 EW Capabilities,"August 28, 2019","BAE Systems has received a Block 4 modernization contract award from Lockheed Martin to enhance the offensive and defensive electronic warfare (EW) capabilities of the F-35 Lightning II, a fifth-generation fighter aircraft.",https://www.microwavejournal.com/articles/32735-bae-systems-to-enhance-f-35-ew-capabilities
Iridium Certus™ Transceiver Now in Live Testing,"August 27, 2019",Iridium Communications Inc. announced the first 10 approved beta partners developing new products based on the state-of-the-art Iridium Certus 9770 transceiver.,https://www.microwavejournal.com/articles/32731-iridium-certus-transceiver-now-in-live-testing
Orbital Micro Systems Achieves Earth Observation Breakthroughs,"August 26, 2019",Orbital Micro Systems (OMS) announced that data received from its payload on the IOD-1 GEMS satellite has proven the commercial viability of the company’s advanced earth observation platform.,https://www.microwavejournal.com/articles/32724-orbital-micro-systems-achieves-earth-observation-breakthroughs
ThinKom Solutions Unveils Multi-Beam Reconfigurable Phased-Array Gateway Solution,"August 23, 2019",ThinKom Solutions reveals its new innovative solution for efficient and effective land-based gateways designed to accommodate current and next generation low Earth orbit (LEO) and medium Earth orbit (MEO) satellite constellations.,https://www.microwavejournal.com/articles/32719-thinkom-solutions-unveils-multi-beam-reconfigurable-phased-array-gateway-solution
CPI to Acquire Satellite Antenna Systems Business of General Dynamics,"August 20, 2019","Communications & Power Industries (CPI) has entered into an agreement to purchase SATCOM Technologies, the antenna systems business of General Dynamics Mission Systems.",https://www.microwavejournal.com/articles/32705-cpi-to-acquire-satellite-antenna-systems-business-of-general-dynamics
Avanti's HYLAS 3 Satellite Launches Into Orbit,"August 15, 2019","Avanti’s latest high-throughput satellite will provide flexible and quick-to-deploy Ka-Band communications across EMEA. Launched at 20:30 GMT on  August 6, 2019 from the Guiana Space Centre in French Guiana, HYLAS 3 is Avanti Communications Group’s latest satellite deployment, and one of its most ambitious to date.",https://www.microwavejournal.com/articles/32692-avantis-hylas-3-satellite-launches-into-orbit
"Raytheon, Ducommun Sign New Strategic Supplier Agreement","August 15, 2019",Raytheon Co.'s Missile Systems business has signed a new strategic supplier agreement with Ducommun.,https://www.microwavejournal.com/articles/32689-raytheon-ducommun-sign-new-strategic-supplier-agreement
Easy Measurement of Radar Pulse Stability,"August 10, 2019","Irish company Arralis announced the ""launch"" of its new K-/Ka-Band transceiver for all satellite applications, sized to fit in a CubeSat profile.",https://www.microwavejournal.com/articles/32673-easy-measurement-of-radar-pulse-stability
Arralis Launches Smallsat Integrated Low-Profile K-/Ka-Band Transceiver,"August 9, 2019","Kepler Communications announces that it has successfully demonstrated compatibility between its low-Earth orbit (LEO) satellites with a commercially-available, flat-panel satellite antenna purchased from Kymeta.",https://www.microwavejournal.com/articles/32664-arralis-launches-smallsat-integrated-low-profile-k-ka-band-transceiver
"Kepler Demos LEO Tracking, Data Transfers on Kymeta’s Electronically Steered Antenna","August 1, 2019","Custom MMIC commemorated its recent office and lab expansion with a ribbon cutting ceremony, with U.S. Congresswoman Lori Trahan cutting the ribbon and congratulating company employees on the success of the 13-year-old firm.",https://www.microwavejournal.com/articles/32640-kepler-demos-leo-tracking-data-transfers-on-kymetas-electronically-steered-antenna
Custom MMIC Celebrates Office and Lab Expansion,"August 1, 2019","U.S. private equity firm Advent International has agreed to pay 4 billion pounds ($5 billion) to buy Cobham, the British defense and aerospace group known for its pioneering air-to-air refueling technology.",https://www.microwavejournal.com/blogs/17-gary-lerude-mwj-technical-editor/post/32639-custom-mmic-celebrates-office-and-lab-expansion
US Private Equity Group Advent Buys UK's Cobham for $5B,"July 31, 2019",Skyworks Solutions unveiled two new high-reliability solutions for demanding military and space applications: an LNA and general purpose gain block.,https://www.microwavejournal.com/articles/32636-us-private-equity-group-advent-buys-uks-cobham-for-5b
Skyworks Launches High-Reliability Military and Space Solutions,"July 31, 2019","Egide USA announces the signature of a manufacturing and supply contract with its customer Crane Aerospace & Electronics, based in Lynnwood, Wash., for a renewable 18-month period.",https://www.microwavejournal.com/articles/32635-skyworks-launches-high-reliability-military-and-space-solutions
"Egide USA, Crane Aerospace & Electronics Sign Long-Term Agreement","July 31, 2019",N/A,https://www.microwavejournal.com/articles/32630-egide-usa-crane-aerospace-electronics-sign-long-term-agreement
HENSOLDT’s Passive Radar Demos Suitability for Air Traffic Control,"July 31, 2019","Sensor solutions provider HENSOLDT has demonstrated the capability of passive radar for air traffic control, during a comprehensive measurement campaign using Twinvis, a passive radar system developed by HENSOLDT.",https://www.microwavejournal.com/articles/32627-hensoldts-passive-radar-demos-suitability-for-air-traffic-control
Nano Dimension Introduces DragonFly LDM,"July 25, 2019","Nano Dimension Ltd. introduced its new DragonFly Lights-Out Digital Manufacturing (LDM) printing technology, a comprehensive additive manufacturing platform for round-the-clock 3D printing of electronic circuitry.",https://www.microwavejournal.com/articles/32621-nano-dimension-introduces-dragonfly-ldm-for-continuous-lights-out-digital-manufacturing-of-electronics
SiTime’s Endura Timing Solutions for A&D,"July 25, 2019","SiTime Corp. unveiled its Endura™ MEMS timing solutions for aerospace and defense applications such as field and SATCOM, precision GNSS, avionics and space. ",https://www.microwavejournal.com/articles/32617-sitimes-endura-timing-solutions-for-ad
"LM, Ball and Kratos Team on Advanced Phased Array for Air Force","July 25, 2019","Lockheed Martin, Ball Aerospace and Kratos Defense & Security Solutions were awarded a $7.2 million prototype agreement by the Defense Innovation Unit to develop a new multi-band, multi-mission (MBMM) prototype phased array, part of a broader initiative to modernize the existing Air Force Satellite Control Network.",https://www.microwavejournal.com/articles/32615-lm-ball-and-kratos-team-on-advanced-phased-array-for-air-force
Link Microtek Develops Special Microwave Rotary Joint for Satellite Tracking System,"July 25, 2019","Link Microtek has developed an X-Band microwave rotary joint to meet the extremely demanding requirements of a satellite tracking system that transmits at a high pulsed power of 100 kW, with a mean power of 4 kW, over a wide frequency band of 2 GHz.",https://www.microwavejournal.com/articles/32611-link-microtek-develops-special-microwave-rotary-joint-for-satellite-tracking-system
New Highland Technology Precision Aerospace Sensor Simulator,"July 23, 2019",Highland Technology has announced a new member to its line of precision aerospace sensor simulators.,https://www.microwavejournal.com/articles/32589-new-highland-technology-precision-aerospace-sensor-simulator
"ETL Systems, Atlantic Microwave to Serve Military Market at 3 Counties Defence and Security Expo","July 15, 2019","ETL Systems and its subsidiary company Atlantic Microwave, are working together to provide satellite equipment and RF components to the military market.",https://www.microwavejournal.com/articles/32572-etl-systems-atlantic-microwave-to-serve-military-market-at-3-counties-defence-and-security-expo
Akash Systems Raises $14.5M Series A,"July 15, 2019","Akash Systems announced it has raised $14.5 million in Series A funding, including $10 million in new equity and $4.5 million converted from prior notes. Akash plans to use the capital to scale its transmit/receive radio modules and power amplifier business, moving it closer to profitability.",https://www.microwavejournal.com/articles/32571-akash-systems-raises-145m-series-a
OMS Partners with Georgia Tech for Next-Gen Integrated Radiometer Chip Development,"July 15, 2019",Orbital Micro Systems (OMS) announced that it has partnered with Georgia Tech to develop MMIC devices using silicon-germanium semiconductor hybrid material for its next generation of commercial earth observation radiometry instruments. ,https://www.microwavejournal.com/articles/32569-oms-partners-with-georgia-tech-for-next-gen-integrated-radiometer-chip-development
Raytheon AESA Selected for B-52 Radar Upgrade,"July 12, 2019","Raytheon will design, develop, produce and sustain a new active electronically scanned array (AESA) radar for the entire U.S. Air Force B-52 fleet, with low rate initial production scheduled to begin in 2024. The upgrade will be based on AESA technologies developed by Raytheon for the APG-79 and APG-82 radar families.",https://www.microwavejournal.com/articles/32556-raytheon-aesa-selected-for-b-52-radar-upgrade
Smiths Interconnect Inc. Receives Cogswell Award,"July 11, 2019",Smiths Interconnect Inc. proudly announces receipt of the James S. Cogswell Outstanding Industrial Security Achievement Award for 2019—the most prestigious honor the Defense Security Service (DSS) may bestow upon the top cleared facilities.,https://www.microwavejournal.com/articles/32553-smiths-interconnect-inc-receives-cogswell-award
ThinKom Completes Successful Technology Validation on Telesat LEO Satellite,"July 9, 2019",ThinKom Solutions announced the completion of the first live test of a commercially available phased-array antenna with Telesat’s Phase 1 LEO satellite.,https://www.microwavejournal.com/articles/32550-thinkom-completes-successful-technology-validation-on-telesat-leo-satellite
Software Update of Artech House Classic Now Available,"July 9, 2019","Artech House announced the publication ""Handbook of Radar Scattering Statistics for Terrain (includes 2019 Software Update),"" by Fawwaz Ulaby and M. Craig Dobson.",https://www.microwavejournal.com/articles/32547-software-update-of-artech-house-classic-now-available
"NuWaves Announces Development of Identification, Friend or Foe Down-Converter ","July 8, 2019","NuWaves Engineering announces the development of a high efficiency, high linearity power amplifier and low-spurious down-converter as the result of a Phase II Small Business Innovative Research (SBIR) award.",https://www.microwavejournal.com/articles/32534-nuwaves-announces-development-of-identification-friend-or-foe-down-converter
Electronic Warfare Market Redefining the Strength of the Defense Industry,"July 8, 2019","A MarketsandMarkets report forecasts the global electronic warfare market, which was estimated to be valued at USD 24.20 billion in 2017, will grow to USD 30.32 billion by 2022, a CAGR of 4.61 percent between 2017 and 2022. Defense modernization programs and increasing procurement of advance electronic warfare systems are the major factors fueling the growth, a combination of cyber operations and electronic warfare capabilities for both defense and offensive operations.",https://www.microwavejournal.com/articles/32536-electronic-warfare-market-redefining-the-strength-of-the-defense-industry
Mercury Extends Expertise in Microelectronics Miniaturization Services ,"July 2, 2019","Mercury Systems Inc. announced the availability of miniaturization packaging services that complement the U.S. Government’s GPS modernization efforts, advancing the development of smaller, more agile missiles and guided munitions to support mission success. ",https://www.microwavejournal.com/articles/32529-mercury-extends-expertise-in-microelectronics-miniaturization-services
Cobham Advanced Electronic Solutions President Jill Kale to Retire,"June 27, 2019","Jill Kale, president of Cobham Advanced Electronic Solutions (CAES), a U.S. subsidiary of British firm Cobham plc, will retire on July 1 and be replaced by the current chief operating officer, Shawn Black.",https://www.microwavejournal.com/articles/32518-cobham-advanced-electronic-solutions-president-jill-kale-to-retire
Mercury Receives $16M in DRFM Jammer Orders from U.S. Navy,"June 26, 2019",Mercury Systems Inc. announced it received an additional $16 million in follow-on orders against its previously announced $152 million five-year sole-source basic ordering agreement (BOA) to deliver advanced Digital RF Memory (DRFM) jammers to the U.S. Navy.,https://www.microwavejournal.com/articles/32512-mercury-receives-16m-in-drfm-jammer-orders-from-us-navy
SaT5G Project Announces Successful Demos of 5G Over Satellite at EuCNC 2019,"June 21, 2019","The SaT5G project announced the operation of a number of successful demonstrations of 5G over satellite at the 2019 European Conference on Networks and Communications (EuCNC 2019) in Valencia, Spain.",https://www.microwavejournal.com/articles/32499-sat5g-project-announces-successful-demos-of-5g-over-satellite-at-eucnc-2019
